Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Donna Campbell,DonnaCampbellTX,2009-08-26 00:00:00+00:00,68920859,female,United States of America,1954-09-17 00:00:00+00:00,66.0,,Republican,Campbell
Donna Edwards,RepDonnaEdwards,2009-10-15 00:00:00+00:00,82649553,female,United States of America,1958-06-28 00:00:00+00:00,62.0,,Democratic,Edwards
Donna Howard,DonnaHowardTX,2010-02-09 00:00:00+00:00,112899475,female,United States of America,1951-10-25 00:00:00+00:00,69.0,,Democratic,Howard
Donna Shalala,DonnaShalala,2018-11-08 00:00:00+00:00,1060584809095925762,female,United States of America,1941-02-14 00:00:00+00:00,79.0,donna_shalala,Democratic,Shalala
Donna Shalala,DonnaShalala,2016-05-31 00:00:00+00:00,737719829579345920,female,United States of America,1941-02-14 00:00:00+00:00,79.0,donna_shalala,Democratic,Shalala
Donna Shalala,RepShalala,2018-11-08 00:00:00+00:00,1060584809095925762,female,United States of America,1941-02-14 00:00:00+00:00,79.0,donna_shalala,Democratic,Shalala
Donna Shalala,RepShalala,2016-05-31 00:00:00+00:00,737719829579345920,female,United States of America,1941-02-14 00:00:00+00:00,79.0,donna_shalala,Democratic,Shalala
Donovan Dela Cruz,DonovanDelaCruz,2008-08-21 00:00:00+00:00,15928053,male,United States of America,1973-07-06 00:00:00+00:00,47.0,,Democratic,Cruz
Doris Matsui,DorisMatsui,2009-05-06 00:00:00+00:00,38254095,female,United States of America,1944-09-25 00:00:00+00:00,76.0,repdorismatsui,Democratic,Matsui
Doris Matsui,DorisMatsui,2009-05-06 00:00:00+00:00,38254095,female,United States of America,1944-09-25 00:00:00+00:00,76.0,repdorismatsui,Democratic,Matsui
Dorothy A. Brown,DorothyForMayor,,,female,United States of America,1953-09-04 00:00:00+00:00,67.0,,Democratic,Brown
Doug Burgum,DougBurgum,2012-03-08 00:00:00+00:00,518700708,male,United States of America,1956-08-01 00:00:00+00:00,64.0,dougburgum,Republican,Burgum
Doug Chin,AtghIgov,2016-12-05 00:00:00+00:00,805856929813663744,male,United States of America,1966-07-21 00:00:00+00:00,54.0,,Democratic,Chin
Doug Collins,RepDougCollins,2013-01-04 00:00:00+00:00,1060487274,male,United States of America,1966-08-16 00:00:00+00:00,54.0,dougcollinsga,Republican,Collins
Doug Ducey,dougducey,2009-02-06 00:00:00+00:00,20217019,male,United States of America,1964-04-09 00:00:00+00:00,56.0,dougducey,Republican,Ducey
Doug Jones,SenDougJones,2017-12-13 00:00:00+00:00,941080085121175552,male,United States of America,1954-05-04 00:00:00+00:00,66.0,dougjonesforsenate,Democratic,Jones
Doug La Follette,douglafollette,2012-03-21 00:00:00+00:00,532702053,male,United States of America,1940-06-06 00:00:00+00:00,80.0,,Democratic,Follette
Doug LaMalfa,RepLaMalfa,2013-01-07 00:00:00+00:00,1069124515,male,United States of America,1960-07-02 00:00:00+00:00,60.0,repdouglamalfa,Republican,LaMalfa
Doug LaMalfa,RepLaMalfa,2013-01-07 00:00:00+00:00,1069124515,male,United States of America,1960-07-02 00:00:00+00:00,60.0,repdouglamalfa,Other,LaMalfa
Doug Lamborn,RepDLamborn,2012-05-18 00:00:00+00:00,584012853,male,United States of America,1954-05-24 00:00:00+00:00,66.0,douglamborn,Republican,Lamborn
Doug Peterson,AGDougPeterson,2015-01-07 00:00:00+00:00,2963960540,male,United States of America,1959-01-01 00:00:00+00:00,61.0,,Republican,Peterson
Dow Constantine,kcexec,2009-06-25 00:00:00+00:00,50718079,male,United States of America,1961-11-15 00:00:00+00:00,59.0,,Democratic,Constantine
Drew Ferguson,RepDrewFerguson,2016-12-07 00:00:00+00:00,806583915012046854,male,United States of America,1967-11-15 00:00:00+00:00,53.0,repdrewferguson,Republican,Ferguson
"Drew Springer, Jr.",DrewSpringer,2011-09-28 00:00:00+00:00,381552927,male,United States of America,1966-10-27 00:00:00+00:00,54.0,,Republican,Jr.
Duane Hall,RepDuaneHall,,t2070942992,male,United States of America,1967-02-06 00:00:00+00:00,53.0,,Democratic,Hall
Duncan D. Hunter,Rep_Hunter,,t2083912729,male,United States of America,1976-12-07 00:00:00+00:00,43.0,,Republican,Hunter
Dusty Johnson,RepDustyJohnson,2010-05-05 00:00:00+00:00,140529899,male,United States of America,1976-09-30 00:00:00+00:00,44.0,,Republican,Johnson
Dusty Johnson,DustyJohnson,2010-05-05 00:00:00+00:00,140529899,male,United States of America,1976-09-30 00:00:00+00:00,44.0,,Republican,Johnson
Dusty Johnson,RepDustyJohnson,2018-12-17 00:00:00+00:00,1074782372594413569,male,United States of America,1976-09-30 00:00:00+00:00,44.0,,Republican,Johnson
Dusty Johnson,DustyJohnson,2018-12-17 00:00:00+00:00,1074782372594413569,male,United States of America,1976-09-30 00:00:00+00:00,44.0,,Republican,Johnson
Dutch Ruppersberger,Call_Me_Dutch,2011-05-26 00:00:00+00:00,305620929,male,United States of America,1946-01-31 00:00:00+00:00,74.0,dutchruppersberger,Democratic,Ruppersberger
Dwight E. Evans,RepDwightEvans,2009-11-17 00:00:00+00:00,90639372,male,United States of America,1954-05-16 00:00:00+00:00,66.0,repdwightevans,Democratic,Evans
Earl Blumenauer,repblumenauer,2008-08-23 00:00:00+00:00,15954997,male,United States of America,1948-08-16 00:00:00+00:00,72.0,,Democratic,Blumenauer
Ed Case,RepEdCase,2009-02-24 00:00:00+00:00,21737536,male,United States of America,1952-09-27 00:00:00+00:00,68.0,,Democratic,Case
Ed Case,RepEdCase,2019-01-05 00:00:00+00:00,1081350574589833221,male,United States of America,1952-09-27 00:00:00+00:00,68.0,,Democratic,Case
Ed Case,EdCaseHawaii,2019-01-05 00:00:00+00:00,1081350574589833221,male,United States of America,1952-09-27 00:00:00+00:00,68.0,,Democratic,Case
Ed Case,EdCaseHawaii,2009-02-24 00:00:00+00:00,21737536,male,United States of America,1952-09-27 00:00:00+00:00,68.0,,Democratic,Case
Ed Emmett,EdEmmett,2011-01-29 00:00:00+00:00,244783424,male,United States of America,1949-08-14 00:00:00+00:00,71.0,,Republican,Emmett
Ed Gillespie,edwgillespie,2010-04-23 00:00:00+00:00,136250134,male,United States of America,1961-08-15 00:00:00+00:00,59.0,,Republican,Gillespie
Ed Koch,mayoredkoch,2010-05-13 00:00:00+00:00,143524116,male,United States of America,1924-12-12 00:00:00+00:00,95.0,,Democratic,Koch
Ed Koch,mayoredkoch,2010-05-13 00:00:00+00:00,143524116,male,United States of America,1924-12-12 00:00:00+00:00,95.0,,Democratic,Koch
Ed Markey,SenMarkey,2009-02-20 00:00:00+00:00,21406834,male,United States of America,1946-07-11 00:00:00+00:00,74.0,edmarkey,Democratic,Markey
Ed Murray,mayoredmurray,2013-11-03 00:00:00+00:00,2173418911,male,United States of America,1955-05-02 00:00:00+00:00,65.0,mayoredmurray,Democratic,Murray
Ed Perlmutter,RepPerlmutter,2009-02-10 00:00:00+00:00,20552026,male,United States of America,1953-05-01 00:00:00+00:00,67.0,,Democratic,Perlmutter
Ed Rendell,govedrendell,2012-09-17 00:00:00+00:00,829797714,male,United States of America,1944-01-05 00:00:00+00:00,76.0,,Democratic,Rendell
Ed Royce,RepEdRoyce,2011-02-03 00:00:00+00:00,246769138,male,United States of America,1951-10-12 00:00:00+00:00,69.0,,Republican,Royce
Ed Whitfield,RepEdWhitfield,2011-01-06 00:00:00+00:00,234906311,male,United States of America,1943-05-25 00:00:00+00:00,77.0,,Republican,Whitfield
Eddie Bernice Johnson,RepEBJ,2010-07-19 00:00:00+00:00,168502762,female,United States of America,1935-12-03 00:00:00+00:00,84.0,repebj,Democratic,Johnson
Eddie Rodriguez,eddiefortexas,2009-02-20 00:00:00+00:00,21421710,male,United States of America,1971-07-01 00:00:00+00:00,49.0,,Democratic,Rodriguez
Edward Asner,TheOnlyEdAsner,2011-01-25 00:00:00+00:00,242883110,male,United States of America,1929-11-15 00:00:00+00:00,91.0,,Democratic,Asner
Edward F. Coppinger,edcoppinger,,,male,United States of America,,,,Democratic,Coppinger
Edward F. Cox,chairmanedcox,2015-07-07 00:00:00+00:00,3364353053,male,United States of America,1946-10-02 00:00:00+00:00,74.0,,Republican,Cox
Edward Lee Rispone,EddieRispone,2018-10-18 00:00:00+00:00,1053004873069981696,male,United States of America,1949-01-21 00:00:00+00:00,71.0,eddierispone,Republican,Rispone
Edwin Edwards,EdwinWEdwards,2014-02-27 00:00:00+00:00,2363378742,male,United States of America,1927-08-07 00:00:00+00:00,93.0,,Democratic,Edwards
Edwin Feulner,EdFeulner,2008-12-08 00:00:00+00:00,17963725,male,United States of America,1941-08-12 00:00:00+00:00,79.0,,Republican,Feulner
Eileen Donoghue,EileenDonoghue,2010-04-01 00:00:00+00:00,128619998,female,United States of America,1954-01-01 00:00:00+00:00,66.0,,Democratic,Donoghue
Eileen Filler-Corn,EFillerCorn,2011-01-11 00:00:00+00:00,236968152,female,United States of America,1964-06-05 00:00:00+00:00,56.0,,Democratic,Filler-Corn
Elaine Chao,SecElaineChao,2017-01-30 00:00:00+00:00,826065858548133888,female,Taiwan,1953-03-26 00:00:00+00:00,67.0,,Republican,Chao
Elaine Chao,SecElaineChao,2017-01-30 00:00:00+00:00,826065858548133888,female,Empire of Japan,1953-03-26 00:00:00+00:00,67.0,,Republican,Chao
Elaine Luria,ElaineLuriaVA,2018-01-07 00:00:00+00:00,950111395378597888,female,United States of America,1975-08-15 00:00:00+00:00,45.0,,Democratic,Luria
Eleanor Holmes Norton,EleanorNorton,2009-03-10 00:00:00+00:00,23600262,female,United States of America,1937-06-13 00:00:00+00:00,83.0,congresswomannorton,Democratic,Norton
Eleni Tsakopoulos Kounalakis,EleniForCA,,,female,United States of America,1966-03-03 00:00:00+00:00,54.0,eleniforca,Democratic,Kounalakis
Elijah Cummings,RepCummings,2012-08-28 00:00:00+00:00,787373558,male,United States of America,1951-01-18 00:00:00+00:00,69.0,,Democratic,Cummings
Eliot Engel,RepEliotEngel,2010-07-07 00:00:00+00:00,164007407,male,United States of America,1947-02-18 00:00:00+00:00,73.0,repeliotengel,Democratic,Engel
Elise Stefanik,RepStefanik,2015-01-05 00:00:00+00:00,2962813893,female,United States of America,1984-07-02 00:00:00+00:00,36.0,,Republican,Stefanik
Elise Stefanik,elisestefanik,2015-01-05 00:00:00+00:00,2962813893,female,United States of America,1984-07-02 00:00:00+00:00,36.0,,Republican,Stefanik
Elise Stefanik,RepStefanik,2010-01-29 00:00:00+00:00,109579534,female,United States of America,1984-07-02 00:00:00+00:00,36.0,,Republican,Stefanik
Elise Stefanik,elisestefanik,2010-01-29 00:00:00+00:00,109579534,female,United States of America,1984-07-02 00:00:00+00:00,36.0,,Republican,Stefanik
Elissa Silverman,CM_Silverman,2015-03-31 00:00:00+00:00,3130837337,female,United States of America,1973-01-01 00:00:00+00:00,47.0,,Other,Silverman
Elissa Slotkin,RepSlotkin,2018-12-27 00:00:00+00:00,1078401427347857408,female,United States of America,1976-07-10 00:00:00+00:00,44.0,repslotkin,Democratic,Slotkin
Elissa Slotkin,ElissaSlotkin,2018-12-27 00:00:00+00:00,1078401427347857408,female,United States of America,1976-07-10 00:00:00+00:00,44.0,repslotkin,Democratic,Slotkin
Elissa Slotkin,RepSlotkin,2017-05-05 00:00:00+00:00,860547911268139008,female,United States of America,1976-07-10 00:00:00+00:00,44.0,repslotkin,Democratic,Slotkin
Elissa Slotkin,ElissaSlotkin,2017-05-05 00:00:00+00:00,860547911268139008,female,United States of America,1976-07-10 00:00:00+00:00,44.0,repslotkin,Democratic,Slotkin
Elizabeth Cheney,RepLizCheney,2017-01-04 00:00:00+00:00,816719802328715264,female,United States of America,1966-07-28 00:00:00+00:00,54.0,,Republican,Cheney
Elizabeth Cheney,RepLizCheney,2017-01-04 00:00:00+00:00,816719802328715264,female,United States of America,1966-07-28 00:00:00+00:00,54.0,,Other,Cheney
Elizabeth Dole,elizabethdole,,,female,United States of America,1936-07-29 00:00:00+00:00,84.0,,Republican,Dole
Elizabeth Dole,elizabethdole,,,female,United States of America,1936-07-29 00:00:00+00:00,84.0,,Democratic,Dole
Elizabeth Esty,RepEsty,,t2084557643,female,United States of America,1959-08-25 00:00:00+00:00,61.0,repesty,Democratic,Esty
Elizabeth Guzmán,delegateguzman,2016-10-21 00:00:00+00:00,789492350120624128,female,Peru,1901-01-01 00:00:00+00:00,119.0,,Democratic,Guzmán
Elizabeth Guzmán,delegateguzman,2016-10-21 00:00:00+00:00,789492350120624128,female,Peru,1970-01-01 00:00:00+00:00,50.0,,Democratic,Guzmán
Elizabeth Warren,ewarren,2012-11-25 00:00:00+00:00,970207298,female,United States of America,1949-06-22 00:00:00+00:00,71.0,elizabethwarren,Democratic,Warren
Elizabeth Warren,SenWarren,2012-11-25 00:00:00+00:00,970207298,female,United States of America,1949-06-22 00:00:00+00:00,71.0,elizabethwarren,Democratic,Warren
Elizabeth Warren,ewarren,2011-08-18 00:00:00+00:00,357606935,female,United States of America,1949-06-22 00:00:00+00:00,71.0,elizabethwarren,Democratic,Warren
Elizabeth Warren,SenWarren,2011-08-18 00:00:00+00:00,357606935,female,United States of America,1949-06-22 00:00:00+00:00,71.0,elizabethwarren,Democratic,Warren
Elizabeth Warren,ewarren,2012-11-25 00:00:00+00:00,970207298,female,United States of America,1949-06-22 00:00:00+00:00,71.0,senwarren,Democratic,Warren
Elizabeth Warren,SenWarren,2012-11-25 00:00:00+00:00,970207298,female,United States of America,1949-06-22 00:00:00+00:00,71.0,senwarren,Democratic,Warren
Elizabeth Warren,ewarren,2011-08-18 00:00:00+00:00,357606935,female,United States of America,1949-06-22 00:00:00+00:00,71.0,senwarren,Democratic,Warren
Elizabeth Warren,SenWarren,2011-08-18 00:00:00+00:00,357606935,female,United States of America,1949-06-22 00:00:00+00:00,71.0,senwarren,Democratic,Warren
Ellen Rosenblum,EllenRosenblum,,,female,United States of America,1951-01-06 00:00:00+00:00,69.0,,Democratic,Rosenblum
Elly Schlein,ellyesse,2011-06-23 00:00:00+00:00,322933929,female,Switzerland,1985-05-04 00:00:00+00:00,35.0,,Democratic,Schlein
Elly Schlein,ellyesse,2011-06-23 00:00:00+00:00,322933929,female,Switzerland,1985-05-04 00:00:00+00:00,35.0,,Other,Schlein
Emanuel Cleaver,repcleaver,2010-07-06 00:00:00+00:00,163570705,male,United States of America,1944-10-26 00:00:00+00:00,76.0,repcleaver,Democratic,Cleaver
Emily Larson,LarsonForDuluth,2011-07-22 00:00:00+00:00,340395994,female,United States of America,1975-01-01 00:00:00+00:00,45.0,,Other,Larson
Emily Virgin,EmilyVirginOK,2010-04-20 00:00:00+00:00,135193670,female,United States of America,1986-10-01 00:00:00+00:00,34.0,,Democratic,Virgin
Enrique Peñalosa,EnriquePenalosa,2010-01-26 00:00:00+00:00,108717093,male,United States of America,1954-09-30 00:00:00+00:00,66.0,enriquepenalosal,Other,Peñalosa
Enrique Peñalosa,EnriquePenalosa,2010-01-26 00:00:00+00:00,108717093,male,United States of America,1954-09-30 00:00:00+00:00,66.0,enriquepenalosal,Other,Peñalosa
Eric Brakey,SenatorBrakey,2012-11-04 00:00:00+00:00,926810064,male,United States of America,1988-08-08 00:00:00+00:00,32.0,,Republican,Brakey
Eric Burlison,ericburlison,2008-12-09 00:00:00+00:00,17993908,male,United States of America,1976-10-02 00:00:00+00:00,44.0,,Republican,Burlison
Eric Cantor,EricCantor,2009-01-12 00:00:00+00:00,18891923,male,United States of America,1963-06-06 00:00:00+00:00,57.0,,Republican,Cantor
Eric Fanning,SECARMY,2016-12-29 00:00:00+00:00,814367737342328833,male,United States of America,1968-07-02 00:00:00+00:00,52.0,,Democratic,Fanning
Eric Garcetti,ericgarcetti,2008-11-12 00:00:00+00:00,17358750,male,United States of America,1971-02-04 00:00:00+00:00,49.0,ericgarcetti,Democratic,Garcetti
Eric Greitens,EricGreitens,2009-03-12 00:00:00+00:00,24004390,male,United States of America,1974-04-10 00:00:00+00:00,46.0,ericgreitens,Democratic,Greitens
Eric Greitens,EricGreitens,2009-03-12 00:00:00+00:00,24004390,male,United States of America,1974-04-10 00:00:00+00:00,46.0,ericgreitens,Republican,Greitens
Eric Holcomb,GovHolcomb,2016-02-16 00:00:00+00:00,4919082864,male,United States of America,1968-05-02 00:00:00+00:00,52.0,govholcomb,Republican,Holcomb
Eric Holcomb,HolcombForIN,2016-02-16 00:00:00+00:00,4919082864,male,United States of America,1968-05-02 00:00:00+00:00,52.0,govholcomb,Republican,Holcomb
Eric Holcomb,GovHolcomb,2015-03-26 00:00:00+00:00,3118589409,male,United States of America,1968-05-02 00:00:00+00:00,52.0,govholcomb,Republican,Holcomb
Eric Holcomb,HolcombForIN,2015-03-26 00:00:00+00:00,3118589409,male,United States of America,1968-05-02 00:00:00+00:00,52.0,govholcomb,Republican,Holcomb
Eric Holder,ericholder,2015-06-18 00:00:00+00:00,3333055535,male,United States of America,1951-01-21 00:00:00+00:00,69.0,,Democratic,Holder
Eric Lesser,EricLesser,,,male,United States of America,1985-02-27 00:00:00+00:00,35.0,,Democratic,Lesser
Eric Schmitt,Eric_Schmitt,,,male,United States of America,1975-06-20 00:00:00+00:00,45.0,ericschmittmo,Republican,Schmitt
Eric Schneiderman,Schneiderman,2019-05-19 00:00:00+00:00,1129958483502276608,male,United States of America,1954-12-31 00:00:00+00:00,65.0,,Democratic,Schneiderman
Eric Swalwell,RepSwalwell,2012-11-11 00:00:00+00:00,942156122,male,United States of America,1980-11-16 00:00:00+00:00,40.0,repswalwell,Democratic,Swalwell
Erica Thomas,itsericathomas,,1948095715,female,United States of America,1987-08-12 00:00:00+00:00,33.0,,Democratic,Thomas
Erik Paulsen,RepErikPaulsen,2019-04-15 00:00:00+00:00,1117788375883354113,male,United States of America,1965-05-14 00:00:00+00:00,55.0,,Republican,Paulsen
Erika Harold,ErikaHarold,2012-05-16 00:00:00+00:00,581678551,female,United States of America,1980-02-20 00:00:00+00:00,40.0,_erikaharold,Republican,Harold
Erin Murphy,epmurphy,,t2086221933,female,United States of America,1960-03-13 00:00:00+00:00,60.0,,Other,Murphy
Erin Murphy,epmurphy,,t2086221933,female,United States of America,1960-03-13 00:00:00+00:00,60.0,,Democratic,Murphy
Ernest Moniz,ErnestMoniz,2017-01-18 00:00:00+00:00,821769014691168256,male,United States of America,1944-12-22 00:00:00+00:00,75.0,,Democratic,Moniz
Ertharin Cousin,wfpertharin,,,female,United States of America,1957-01-01 00:00:00+00:00,63.0,,Democratic,Cousin
Eugene DePasquale,DePasqualePA,2009-05-04 00:00:00+00:00,37820650,male,United States of America,1971-08-03 00:00:00+00:00,49.0,eugene_depasquale,Democratic,DePasquale
Evan Bayh,SenEvanBayh,2009-10-05 00:00:00+00:00,80111837,male,United States of America,1955-12-26 00:00:00+00:00,64.0,,Democratic,Bayh
Evan Bayh,EvanBayh,2009-10-05 00:00:00+00:00,80111837,male,United States of America,1955-12-26 00:00:00+00:00,64.0,,Democratic,Bayh
Evan Bayh,SenEvanBayh,2016-07-11 00:00:00+00:00,752500729202536448,male,United States of America,1955-12-26 00:00:00+00:00,64.0,,Democratic,Bayh
Evan Bayh,EvanBayh,2016-07-11 00:00:00+00:00,752500729202536448,male,United States of America,1955-12-26 00:00:00+00:00,64.0,,Democratic,Bayh
Evan Glass,EvanMGlass,2009-07-08 00:00:00+00:00,55018701,male,United States of America,1977-01-01 00:00:00+00:00,43.0,evanmglass,Democratic,Glass
Evan Jenkins,RepEvanJenkins,,,male,United States of America,1960-09-12 00:00:00+00:00,60.0,repevanjenkins,Republican,Jenkins
Evan Jenkins,RepEvanJenkins,,,male,United States of America,1960-09-12 00:00:00+00:00,60.0,repevanjenkins,Democratic,Jenkins
Evan Low,Evan_Low,2011-02-17 00:00:00+00:00,253769656,male,United States of America,1983-06-05 00:00:00+00:00,37.0,,Democratic,Low
